source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_over_error,phot_bp_mean_mag,phot_rp_mean_mag
137351679737789568,45.07227725412749,35.401791168909156,0.024307549787587056,-1.0100944547631572,-1.1244022470728907,18.498117,0.8425484,0.11684209,18.87971,18.03716
137351684033080448,45.06201827115567,35.403600906653544,0.2935511474517951,-1.3517619458592451,-0.3628490249496851,17.162552,0.88658905,3.1724675,17.530582,16.643993
137351748456252160,45.05241643503665,35.41719555403281,0.43142217673436256,-2.9487555624208737,-5.4065205459174654,12.812659,1.3109932,26.565159,13.397351,12.086358
137352676170226048,45.01468518250628,35.436331841997365,0.9140000650420785,8.748883061271194,-37.47521783647367,19.36338,2.7139435,2.696586,20.893944,18.18
137353264581344768,45.07414597264256,35.43346201072929,-1.3598163799061274,2.227378932125248,-5.663319606190765,13.708498,0.79046917,-3.1546116,13.726837,12.936368
137353264581344896,45.07494137928632,35.43405249253135,,,,21.350424,,,,
137354153639017984,45.13171455792516,35.51568392780239,-0.33705579794209656,5.442455418449573,-5.4613116898447185,20.263737,2.17972,-0.41931587,21.320097,19.140377
137354153639018240,45.12516161986868,35.51607082480934,0.6662974499962234,-2.56179053445695,-3.309783827451393,16.745787,1.2878666,7.9612494,17.32447,16.036604
137354295372893056,45.037677480484696,35.46757009743539,0.19312002672695788,0.9787057103900256,-2.666552689504406,16.804256,0.8941803,2.8077302,17.165115,16.270935
137354432811841792,45.068119812109614,35.49631470142201,0.7764134667879324,16.0095888995625,-6.948785492981072,16.075277,1.1334772,15.788414,16.558813,15.425336
137355326165033728,45.083322980921125,35.57100032456123,0.6516955677482995,1.4574182794711592,-8.409445961673931,16.864523,1.1949444,9.425986,17.380215,16.18527
137355429244182144,44.9227410866871,35.43765306739726,0.19765111953932749,-1.2823211625209348,-7.841203956002231,17.225645,1.0664673,2.359133,17.674093,16.607626
137355497964231552,44.908552008186284,35.448463118614306,0.9237683449248275,-3.304210612209864,-8.62135868464622,19.241049,2.103611,2.339462,19.988314,17.884703
137355631107741952,44.926508182600664,35.46886169033719,0.9309198024327446,-6.746256179444787,-3.706000020066094,18.159428,1.9402008,5.290747,19.123419,17.183218
137356077784353920,44.969149242957975,35.489961841498676,-0.3220006692472307,2.5306215262588174,-1.8642975033136657,19.544897,1.1916599,-0.7982799,20.03221,18.84055
137356180863578240,44.97737107687869,35.50745111404914,1.286146386692864,-0.22846978879561153,-13.934455552051888,19.404179,2.5846462,4.0627403,20.801983,18.217337
137356253877897472,44.939600602918304,35.50711348808152,1.0099459763302239,-4.267274354781318,-7.8448727920795935,17.1822,1.6335812,10.232362,17.973501,16.33992
137356352662269440,44.95450580930492,35.506953370460856,,,,20.79585,-0.39086533,,20.22027,20.611135
137356593181655680,44.861120296085154,35.49189759090166,,,,20.938553,1.8586178,,21.769754,19.911137
137356730619393152,44.89514474823966,35.51173159163965,,,,20.646624,0.5525284,,20.659206,20.106678
137356799338861824,44.86195777186025,35.49625044539145,0.21276258383662283,-0.12331772142518638,-2.413688900383452,17.074455,0.8815079,2.7968514,17.428673,16.547165
137356971137568000,44.85802109527257,35.53062446642676,-0.015205542831754619,0.31664073626670874,-0.46172040552379934,18.987782,0.9248352,-0.05718567,19.400356,18.475521
137356975432404608,44.85719932136989,35.513336263547664,0.8337016393250797,1.7757812277604499,-5.818713209732691,16.66638,1.6456146,13.210442,17.454449,15.808834
137357486534848256,44.92827100615886,35.57147119058331,0.20575215183559212,0.433213525756021,1.077896103734988,20.543274,1.1973896,0.22717899,20.880964,19.683575
137357971864813568,44.97707180787117,35.565785200691224,0.6072690229052112,3.0698178569513788,-3.0646262776310547,15.035748,0.8468666,20.58326,15.372994,14.526128
137358281102532864,45.07041697361244,35.58270491823146,0.7279951646527035,0.8368470447716461,1.0907218056037316,19.196245,1.7578773,2.3877673,20.079105,18.321228
137358452901573760,45.03453345752693,35.60037427530146,0.1597186499500722,2.3028147274009387,-1.5286940519654684,20.649187,1.0993423,0.12713675,21.141386,20.042044
137358968297225856,44.933969616801356,35.58678809135045,0.35729858207422177,2.3018346588557757,-0.8261966677427993,16.210608,1.009943,6.9400024,16.630016,15.620073
137359307599801728,44.991655050360336,35.61988384356635,0.5456949039934487,-0.9152308579731203,1.8410460318701154,18.261564,1.360424,2.6714969,18.90716,17.546736
137359655491990016,44.995991838849434,35.65535325563295,1.4593058177645932,7.443559696775107,-45.05154518795251,13.859173,1.0141726,73.313614,14.281037,13.266865
138485486679554176,49.18641522223061,37.13131917578185,-0.08640051339454592,4.423940030182712,-2.087934876494292,20.57789,0.7029247,-0.08419126,20.714209,20.011284
138485589757395200,49.22474643249604,37.142028499249335,1.280887170190253,-3.755260247459729,4.033065144726912,19.846058,2.1657295,3.023068,20.814554,18.648825
138755966539590016,46.809156468398385,36.097961028733145,,,,20.937586,1.4778309,,21.170967,19.693136
138758199921645184,46.91487772287721,36.21129863175887,0.1512269935393651,0.5539854711123927,-3.7807744915459316,20.267443,1.8162365,0.20028438,21.025047,19.20881
138758268642062720,46.94117707823792,36.221315918984246,2.9308131487366866,-3.968775701704274,-7.247753529980438,20.502731,2.0819054,2.9757543,21.40467,19.322765
138758333066843008,46.929235029222234,36.22018728055537,-3.772686936971895,1.9070308568625092,1.6022297197212754,20.787392,0.78388596,-1.9088426,21.169613,20.385727
138762391810713600,47.23358481494335,36.284203661946705,-3.1832952830513297,-4.4258978409200385,-5.467903206611974,20.903612,0.9361763,-1.5265744,21.023985,20.087809
138762421875573120,47.20106973457487,36.28298939585702,0.829277950776258,-9.166602586108727,-0.1142584215827719,19.314686,2.2989006,2.1239498,20.557266,18.258366
138762597969547264,47.169347451343114,36.29781544745931,0.29977123617602247,-0.9951479643360501,-1.198213726936838,15.694413,1.373909,6.2188816,16.31262,14.938711
138763074710575232,47.01083217310463,36.19145691019218,2.3203370755564268,-12.451329128038552,-31.07140176920969,18.690857,2.6699562,9.098033,20.177393,17.507437
138763383948230016,47.06217281026019,36.21750127601836,0.7088387174449418,-0.14199518838018754,-5.810538564133887,19.833012,1.2153606,1.3583784,20.39523,19.179869
